Step	AgentID	acuity	complexity	care_setting
0	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
1	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
2	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
3	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
4	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
5	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
6	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
7	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
8	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
9	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
0	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
1	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
2	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
3	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
4	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
5	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
6	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
7	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
8	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
9	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
0	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
1	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
2	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
3	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
4	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
5	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
6	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
7	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
8	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
9	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
0	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
1	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
2	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
3	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
4	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
5	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
6	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
7	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
8	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
9	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
0	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
1	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
2	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
3	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
4	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
5	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
6	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
7	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
8	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
9	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
0	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
1	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
2	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
3	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
4	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
5	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
6	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
7	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
8	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
9	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
0	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
1	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
2	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
3	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
4	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
5	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
6	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
7	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
8	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
9	4e1f84f2-937d-4d0c-98a5-79b979d8f14b	0.0	0.552040631273227	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.6394046642529949	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.4494046642529949	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.2594046642529949	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.06940466425299491	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
1	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
2	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
3	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
4	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
5	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
6	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
7	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
8	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
9	2104ab62-9d65-439b-9c56-4ec61fb19958	0.0	0.6185197523642461	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.6717069003107772	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.4817069003107772	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.2917069003107772	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.10170690031077717	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
1	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
2	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
3	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
4	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
5	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
6	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
7	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
8	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
9	47a2e677-bff0-4c6d-8dbb-2a0c5844e136	0.0	0.577352145256762	ED
0	a018f986-f047-4f14-97f5-1ea64f799964	0.5145718362149234	0.045824383655662215	ED
1	a018f986-f047-4f14-97f5-1ea64f799964	0.3245718362149234	0.045824383655662215	ED
2	a018f986-f047-4f14-97f5-1ea64f799964	0.1345718362149234	0.045824383655662215	ED
3	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
4	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
5	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
6	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
7	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
8	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
9	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
0	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
1	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
2	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
3	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
4	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
5	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
6	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
7	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
8	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
9	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
0	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
1	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
2	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
3	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
4	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
5	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
6	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
7	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
8	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
9	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
0	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
1	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
2	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
3	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
4	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
5	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
6	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
7	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
8	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
9	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
